customer,state,response,coverage,education,employment_status,location_code,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
OO35641,Oregon,No,Basic,Bachelor or College,Employed,Urban,Divorced,Personal,Offer3,Agent,Medium-Class Car,Medsize
EU54076,Oregon,No,Basic,Bachelor or College,Employed,Urban,Married,Corporate,Offer2,Agent,Normal Car,Medsize
QH56750,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer2,Agent,Normal Car,Medsize
VF32979,Washington,No,Basic,Bachelor or College,Employed,Suburban,Divorced,Corporate,Offer1,Branch,Normal Car,Medsize
ES16126,California,Yes,Premium,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Branch,Normal Car,Medsize
PG42834,Arizona,No,Extended,Bachelor or College,Employed,Rural,Married,Personal,Offer3,Agent,Normal Car,Medsize
OY44814,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Web,Normal Car,Medsize
JI97190,California,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer3,Branch,Normal Car,Large
ZK61113,Oregon,No,Extended,High School or Below,Unemployed,Suburban,Single,Personal,Offer3,Agent,Normal Car,Medsize
MU88116,Oregon,No,Basic,Doctor or Master,Employed,Urban,Married,Corporate,Offer1,Web,Medium-Class Car,Medsize
TP61305,California,No,Extended,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Web,Normal Car,Medsize
ZO14864,Washington,No,Extended,Doctor or Master,Employed,Urban,Divorced,Personal,Offer2,Agent,Normal Car,Medsize
KP65334,California,No,Extended,Bachelor or College,Unemployed,Suburban,Married,Corporate,Offer1,Agent,Normal Car,Medsize
OH15677,California,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Agent,Medium-Class Car,Medsize
HB53755,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Agent,Medium-Class Car,Medsize
UF77079,Arizona,No,Extended,High School or Below,Employed,Rural,Married,Personal,Offer2,Agent,Normal Car,Medsize
TD20252,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Medsize
TH68362,California,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Corporate,Offer3,Agent,Normal Car,Medsize
JC45487,Washington,Yes,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Medsize
PU95227,Washington,No,Extended,Bachelor or College,Employed,Urban,Married,Personal,Offer4,Agent,Normal Car,Medsize
CV72453,Oregon,No,Extended,High School or Below,Unemployed,Suburban,Single,Corporate,Offer1,Agent,Medium-Class Car,Small
OY92520,California,No,Extended,Bachelor or College,Other status,Suburban,Married,Personal,Offer1,Branch,Normal Car,Medsize
UY95530,California,Yes,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Agent,Medium-Class Car,Medsize
FB84235,Oregon,Yes,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer1,Branch,Normal Car,Medsize
MJ14480,Arizona,No,Basic,High School or Below,Employed,Suburban,Single,Personal,Offer2,Agent,Normal Car,Medsize
KW81128,Arizona,No,Extended,Bachelor or College,Employed,Rural,Divorced,Personal,Offer1,Agent,Medium-Class Car,Medsize
DQ98402,Nevada,Yes,Extended,High School or Below,Employed,Suburban,Married,Corporate,Offer2,Agent,Normal Car,Large
WN53966,California,No,Extended,Doctor or Master,Employed,Rural,Married,Personal,Offer4,Call Center,Normal Car,Medsize
LM34525,Washington,No,Basic,Bachelor or College,Employed,Rural,Divorced,Personal,Offer3,Branch,Normal Car,Medsize
GF97874,Washington,No,Basic,Doctor or Master,Employed,Rural,Married,Personal,Offer4,Call Center,Normal Car,Medsize
WV79842,California,No,Extended,High School or Below,Employed,Suburban,Married,Personal,Offer2,Call Center,Luxury Car,Medsize
DF40318,Oregon,Yes,Basic,Doctor or Master,Employed,Suburban,Married,Corporate,Offer3,Web,Normal Car,Small
TN90661,Nevada,No,Basic,High School or Below,Employed,Suburban,Married,Corporate,Offer1,Branch,Normal Car,Medsize
ZU88029,Oregon,No,Basic,Doctor or Master,Other status,Suburban,Single,Personal,Offer3,Branch,Medium-Class Car,Large
TQ88221,California,No,Basic,Bachelor or College,Employed,Suburban,Married,Corporate,Offer4,Call Center,Normal Car,Medsize
KH34667,Nevada,No,Extended,Bachelor or College,Employed,Urban,Married,Corporate,Offer2,Web,Normal Car,Medsize
HW54198,Nevada,No,Basic,Doctor or Master,Employed,Rural,Married,Personal,Offer3,Call Center,Normal Car,Medsize
GZ79662,Arizona,No,Basic,High School or Below,Employed,Suburban,Married,Corporate,Offer2,Call Center,Normal Car,Small
YA11342,California,No,Premium,High School or Below,Unemployed,Suburban,Married,Personal,Offer3,Branch,Normal Car,Medsize
ZW18871,Oregon,No,Basic,High School or Below,Employed,Rural,Divorced,Corporate,Offer1,Agent,Normal Car,Small
QZ17137,Arizona,No,Extended,High School or Below,Employed,Rural,Married,Personal,Offer3,Call Center,Normal Car,Medsize
UV53712,California,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer2,Web,Normal Car,Medsize
SJ43436,Oregon,No,Basic,Bachelor or College,Employed,Rural,Married,Corporate,Offer2,Agent,Normal Car,Medsize
VW46878,Oregon,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer3,Agent,Normal Car,Medsize
TW91179,Oregon,Yes,Extended,Bachelor or College,Employed,Urban,Married,Corporate,Offer2,Branch,Normal Car,Medsize
LG19551,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Married,Corporate,Offer1,Call Center,Normal Car,Medsize
QK18099,Washington,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer3,Web,Normal Car,Large
WN14473,Arizona,No,Basic,Doctor or Master,Employed,Urban,Married,Personal,Offer2,Call Center,Normal Car,Medsize
WH62198,California,No,Basic,Bachelor or College,Unemployed,Suburban,Divorced,Personal,Offer1,Call Center,Normal Car,Small
SP85148,California,No,Basic,Doctor or Master,Employed,Suburban,Married,Personal,Offer1,Web,Medium-Class Car,Small
FB49203,California,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Corporate,Offer1,Agent,Normal Car,Medsize
FF94341,Nevada,No,Extended,Bachelor or College,Employed,Suburban,Divorced,Special,Offer1,Branch,Normal Car,Medsize
TS42594,California,Yes,Premium,High School or Below,Employed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
IL43607,California,No,Basic,High School or Below,Employed,Suburban,Married,Corporate,Offer3,Branch,Normal Car,Medsize
FL85008,Oregon,Yes,Basic,High School or Below,Other status,Suburban,Married,Personal,Offer2,Agent,Medium-Class Car,Small
AN47199,Nevada,No,Extended,Bachelor or College,Unemployed,Rural,Married,Personal,Offer1,Agent,Normal Car,Large
SV28347,California,No,Basic,High School or Below,Employed,Suburban,Single,Corporate,Offer2,Branch,Medium-Class Car,Medsize
IC78105,Arizona,No,Basic,High School or Below,Other status,Suburban,Married,Personal,Offer1,Branch,Luxury Car,Medsize
RB28630,Oregon,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer2,Branch,Normal Car,Small
KA32645,Nevada,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Branch,Normal Car,Medsize
QD73891,Oregon,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer4,Web,Normal Car,Small
LM58949,Oregon,No,Basic,High School or Below,Other status,Suburban,Married,Personal,Offer1,Agent,Normal Car,Medsize
YG40323,Arizona,No,Premium,Bachelor or College,Employed,Rural,Married,Personal,Offer1,Web,Normal Car,Medsize
EP82214,Arizona,No,Extended,High School or Below,Employed,Urban,Married,Special,Offer2,Branch,Normal Car,Medsize
EO91797,Nevada,No,Extended,Doctor or Master,Employed,Urban,Married,Corporate,Offer3,Agent,Medium-Class Car,Medsize
RU50098,Arizona,Yes,Basic,Doctor or Master,Employed,Rural,Single,Personal,Offer2,Web,Normal Car,Medsize
QW10541,California,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Small
SB50826,Oregon,No,Extended,Bachelor or College,Employed,Urban,Single,Personal,Offer2,Agent,Normal Car,Medsize
XX29952,Arizona,No,Premium,Bachelor or College,Employed,Rural,Married,Personal,Offer1,Agent,Normal Car,Medsize
AT93647,California,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer4,Agent,Normal Car,Medsize
QP56563,Oregon,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer3,Agent,Normal Car,Medsize
TN76120,Washington,Yes,Basic,Bachelor or College,Employed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
TY43440,California,Yes,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer2,Branch,Medium-Class Car,Medsize
WO59883,Washington,No,Basic,High School or Below,Employed,Suburban,Single,Personal,Offer2,Agent,Normal Car,Medsize
MM45334,Oregon,No,Basic,Bachelor or College,Employed,Rural,Single,Personal,Offer3,Call Center,Normal Car,Medsize
KH93988,Oregon,No,Extended,Bachelor or College,Employed,Rural,Married,Personal,Offer1,Web,Normal Car,Medsize
RY38931,Arizona,Yes,Basic,Bachelor or College,Employed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
CV48634,Nevada,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer4,Call Center,Medium-Class Car,Medsize
IH48064,Washington,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer3,Agent,Medium-Class Car,Medsize
ZS96174,Oregon,No,Basic,Bachelor or College,Other status,Suburban,Single,Personal,Offer1,Branch,Normal Car,Medsize
MI62456,Arizona,Yes,Extended,Bachelor or College,Other status,Suburban,Divorced,Personal,Offer2,Call Center,Normal Car,Medsize
DD44177,California,Yes,Basic,Doctor or Master,Other status,Suburban,Divorced,Personal,Offer2,Branch,Normal Car,Medsize
NX31380,Arizona,No,Extended,Bachelor or College,Employed,Suburban,Married,Corporate,Offer1,Branch,Normal Car,Medsize
KQ43374,Oregon,No,Basic,Bachelor or College,Employed,Urban,Married,Corporate,Offer1,Agent,Medium-Class Car,Medsize
XA54112,California,No,Basic,Bachelor or College,Other status,Suburban,Single,Corporate,Offer1,Call Center,Medium-Class Car,Medsize
QB14087,California,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Medsize
FV42881,Oregon,No,Basic,Bachelor or College,Employed,Rural,Married,Corporate,Offer1,Call Center,Normal Car,Medsize
AV76907,Oregon,Yes,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer1,Agent,Medium-Class Car,Medsize
VM85555,California,No,Basic,Bachelor or College,Employed,Rural,Single,Personal,Offer3,Branch,Normal Car,Medsize
ZU88113,Oregon,No,Extended,Bachelor or College,Employed,Urban,Married,Personal,Offer1,Agent,Normal Car,Medsize
SZ75668,Oregon,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer1,Agent,Normal Car,Medsize
MZ65087,Oregon,No,Basic,Bachelor or College,Employed,Rural,Divorced,Personal,Offer4,Web,Normal Car,Small
EL61402,Arizona,No,Extended,Bachelor or College,Employed,Urban,Married,Personal,Offer1,Agent,Normal Car,Large
CJ31839,California,No,Basic,Bachelor or College,Employed,Urban,Married,Special,Offer2,Web,Normal Car,Small
XM11175,Arizona,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Web,Normal Car,Small
LF41085,Arizona,No,Basic,Bachelor or College,Other status,Rural,Divorced,Personal,Offer1,Agent,Normal Car,Medsize
MB19556,California,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer4,Agent,Medium-Class Car,Medsize
HC74532,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Corporate,Offer4,Agent,Normal Car,Medsize
SB66770,Arizona,Yes,Premium,Doctor or Master,Employed,Rural,Married,Corporate,Offer1,Agent,Normal Car,Medsize
JI25066,Arizona,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer3,Web,Normal Car,Large
PY98958,Oregon,Yes,Basic,Bachelor or College,Employed,Suburban,Single,Special,Offer1,Call Center,Medium-Class Car,Medsize
RA65645,California,Yes,Basic,High School or Below,Employed,Rural,Married,Personal,Offer2,Agent,Medium-Class Car,Medsize
FQ79356,California,No,Basic,Bachelor or College,Other status,Urban,Married,Personal,Offer3,Call Center,Normal Car,Medsize
TM25808,California,No,Basic,High School or Below,Employed,Urban,Divorced,Personal,Offer1,Agent,Normal Car,Medsize
XO46388,California,No,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer1,Call Center,Normal Car,Medsize
LB81265,Arizona,No,Basic,Bachelor or College,Employed,Urban,Divorced,Personal,Offer3,Call Center,Normal Car,Medsize
JR38787,Nevada,No,Extended,High School or Below,Other status,Suburban,Married,Personal,Offer2,Branch,Medium-Class Car,Small
KZ22690,California,No,Extended,Bachelor or College,Employed,Rural,Single,Personal,Offer4,Web,Normal Car,Medsize
NY49598,California,No,Basic,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer2,Agent,Normal Car,Small
KY39767,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Call Center,Normal Car,Medsize
YU35386,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer4,Call Center,Normal Car,Medsize
TF82172,Arizona,No,Basic,Bachelor or College,Other status,Rural,Married,Corporate,Offer2,Web,Medium-Class Car,Medsize
ER40041,Oregon,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer1,Call Center,Luxury Car,Medsize
MS39869,Nevada,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Call Center,Normal Car,Medsize
PV77906,Arizona,No,Basic,Bachelor or College,Other status,Suburban,Married,Corporate,Offer1,Web,Normal Car,Medsize
QF21045,Oregon,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Branch,Normal Car,Medsize
HF65914,Arizona,No,Extended,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer1,Branch,Normal Car,Medsize
AJ58038,California,Yes,Basic,Bachelor or College,Unemployed,Suburban,Married,Corporate,Offer2,Call Center,Normal Car,Large
ZR88383,Nevada,Yes,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Medsize
OT49339,Oregon,No,Basic,Bachelor or College,Other status,Urban,Married,Corporate,Offer2,Call Center,Medium-Class Car,Medsize
FI74985,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Web,Normal Car,Medsize
JW15301,Arizona,No,Basic,High School or Below,Other status,Suburban,Married,Corporate,Offer2,Agent,Normal Car,Medsize
PY20159,Nevada,No,Extended,Bachelor or College,Employed,Rural,Single,Corporate,Offer3,Web,Medium-Class Car,Small
NC42524,California,No,Extended,Bachelor or College,Employed,Suburban,Single,Special,Offer4,Web,Normal Car,Small
ZG19911,California,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer4,Web,Normal Car,Medsize
DI89983,California,No,Basic,Bachelor or College,Other status,Suburban,Divorced,Personal,Offer3,Branch,Normal Car,Medsize
IG56214,Nevada,No,Basic,High School or Below,Other status,Suburban,Divorced,Personal,Offer1,Call Center,Normal Car,Medsize
LC59148,Washington,Yes,Extended,High School or Below,Employed,Suburban,Married,Personal,Offer1,Branch,Medium-Class Car,Medsize
UO95739,Oregon,No,Basic,Bachelor or College,Employed,Urban,Divorced,Personal,Offer1,Web,Medium-Class Car,Medsize
SB64873,Oregon,No,Basic,Doctor or Master,Employed,Suburban,Single,Personal,Offer2,Branch,Normal Car,Medsize
TE82896,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Married,Personal,Offer2,Branch,Normal Car,Medsize
VY64199,Oregon,No,Basic,Bachelor or College,Other status,Urban,Married,Corporate,Offer1,Branch,Normal Car,Medsize
IE82679,California,Yes,Basic,Bachelor or College,Other status,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
SL70257,Nevada,No,Basic,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer1,Branch,Normal Car,Small
XJ85947,Oregon,No,Extended,Bachelor or College,Employed,Urban,Divorced,Personal,Offer4,Web,Normal Car,Large
EF84269,California,No,Extended,Bachelor or College,Employed,Rural,Married,Personal,Offer1,Web,Medium-Class Car,Medsize
NY91328,California,No,Extended,Bachelor or College,Other status,Suburban,Divorced,Personal,Offer1,Agent,Medium-Class Car,Large
AT49447,California,No,Extended,Bachelor or College,Employed,Rural,Married,Personal,Offer2,Call Center,Normal Car,Medsize
BM70908,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
GM63998,Oregon,No,Premium,Doctor or Master,Employed,Suburban,Married,Personal,Offer3,Call Center,Luxury Car,Medsize
AR61426,California,No,Extended,Bachelor or College,Employed,Rural,Married,Personal,Offer4,Branch,Normal Car,Medsize
CB62406,Arizona,No,Premium,High School or Below,Employed,Suburban,Married,Corporate,Offer1,Call Center,Medium-Class Car,Medsize
WH82416,Oregon,No,Extended,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Agent,Normal Car,Large
UI53874,Arizona,No,Basic,Doctor or Master,Unemployed,Suburban,Divorced,Personal,Offer1,Agent,Normal Car,Medsize
LM44949,Oregon,No,Basic,Doctor or Master,Employed,Urban,Married,Special,Offer1,Agent,Normal Car,Medsize
JR59597,California,No,Extended,Bachelor or College,Employed,Suburban,Single,Personal,Offer3,Call Center,Normal Car,Small
ZS22428,California,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer2,Agent,Normal Car,Medsize
AZ34845,California,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer1,Agent,Medium-Class Car,Medsize
FL67726,Washington,Yes,Basic,High School or Below,Other status,Suburban,Divorced,Personal,Offer1,Branch,Medium-Class Car,Medsize
QU20310,Arizona,No,Extended,High School or Below,Employed,Suburban,Married,Corporate,Offer3,Call Center,Normal Car,Small
NQ42020,Oregon,No,Basic,High School or Below,Employed,Urban,Married,Personal,Offer3,Agent,Luxury Car,Medsize
ZF40143,Nevada,No,Premium,Bachelor or College,Employed,Suburban,Single,Personal,Offer2,Agent,Normal Car,Medsize
GU65780,California,No,Basic,Doctor or Master,Employed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Small
KY32675,Arizona,No,Extended,High School or Below,Employed,Suburban,Married,Special,Offer2,Branch,Normal Car,Small
ZX35838,Oregon,No,Premium,Doctor or Master,Employed,Rural,Married,Personal,Offer1,Agent,Normal Car,Medsize
LU42720,Nevada,No,Extended,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer3,Call Center,Medium-Class Car,Medsize
FB25242,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Married,Corporate,Offer1,Call Center,Normal Car,Medsize
RW51650,Oregon,Yes,Basic,Bachelor or College,Employed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
XX94684,Nevada,No,Extended,High School or Below,Employed,Suburban,Single,Personal,Offer1,Agent,Medium-Class Car,Small
